goal	rule	score
p5(a10, X511)	p5(a10, a34)	0
p3(X310, a49)	p3(a16, a49)	0
p3(X91, X71)	p3(a41, a29)	0
p5(X24, X54)	p5(a3, a13)	0
p5(X25, X55)	p5(a13, a33)	0
p3(X94, X74)	p3(a21, a32)	0
p5(X24, X54)	p5(a33, a49)	0
p5(a42, X59)	p5(a42, a24)	0
p3(X913, X713)	p3(a42, a13)	0
p3(X913, X713)	p3(a1, a88)	0
p7(a38, a39)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(X7, a1)	p7(X9, X9) :- p0(X9)	0
p5(a98, X53)	p5(a98, a76)	0
p5(X213, X513)	p5(a50, a1)	0
p7(a89, a0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a54, X53)	p5(a54, a1)	0
p3(X912, X712)	p3(X011, a15)	0
p3(a88, X710)	p3(a88, a38)	0
p5(a39, X511)	p5(a39, a54)	0
p0(a81)	p0(X9) :- p3(X9, X7), p1(X7)	0
p5(X213, X513)	p5(a52, a49)	0
p5(X25, X55)	p5(a50, a88)	0
p5(a9, X58)	p5(a9, a80)	0
p3(a4, X73)	p3(a4, a0)	0
p5(a50, X53)	p5(a50, a64)	0
p5(a51, X53)	p5(a51, a65)	0
p5(X23, X53)	p5(a82, a54)	0
p3(X911, X711)	p3(a4, a65)	0
p3(a51, a0)	p3(a51, a0)	0
p3(X913, X713)	p3(a89, a15)	0
p7(a24, X0)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p3(X95, X75)	p3(a55, a51)	0
p3(X94, X74)	p3(a17, a2)	0
p7(a90, a29)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X25, X55)	p5(a49, a54)	0
p5(X211, X511)	p5(a14, a21)	0
p5(a59, X512)	p5(a59, a39)	0
p5(X0, a41)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X94, X74)	p3(a34, a35)	0
p3(X95, X75)	p3(a42, a24)	0
p3(X913, X713)	p3(a12, a51)	0
p3(X95, X75)	p3(a64, a32)	0
p5(a42, X510)	p5(a42, a80)	0
p5(X213, X513)	p5(a34, a1)	0
p5(a61, X54)	p5(a61, a13)	0
p5(X212, X512)	p5(a59, a1)	0
p3(X912, X712)	p3(X511, a51)	0
p3(X95, X75)	p3(a98, a51)	0
p5(a24, X54)	p5(a24, a11)	0
p5(X25, X55)	p5(a39, a33)	0
p3(X94, X74)	p3(a66, a74)	0
p5(X23, X53)	p5(a9, a88)	0
p3(X913, X713)	p3(a56, a2)	0
p3(a42, X710)	p3(a42, a80)	0
p7(a88, a80)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a2, X510)	p5(a2, a0)	0
p5(a29, X511)	p5(a29, a51)	0
p0(X0)	p0(X2) :- p5(X2, X5), p0(X5)	0
p5(X29, X59)	p5(a4, a51)	0
p5(a64, X512)	p5(a64, a36)	0
p7(a62, a39)	p7(X6, X7) :- p9(X0, X6, X7)	0
p0(a75)	p0(X9) :- p3(X9, X7), p1(X7)	0
p3(X95, X75)	p3(a52, a69)	0
p3(X93, X73)	p3(a14, a15)	0
p5(a10, X511)	p5(a10, a36)	0
p3(X95, X75)	p3(a20, a72)	0
p3(X94, X74)	p3(a14, a74)	0
p5(X23, X53)	p5(a33, a21)	0
p5(X25, X55)	p5(a48, a22)	0
p5(X24, X54)	p5(a80, a49)	0
p5(a13, X59)	p5(a13, a80)	0
p5(a9, a44)	p5(a9, a44)	0
p3(a0, X710)	p3(a0, a0)	0
p5(a42, X59)	p5(a42, a76)	0
p3(a97, a51)	p3(a97, a51)	0
p5(X213, X513)	p5(a20, a0)	0
p3(a0, X710)	p3(a0, a1)	0
p5(X23, X53)	p5(a66, a13)	0
p5(a96, X0)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(a82, X54)	p5(a82, a80)	0
p7(a62, a29)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X911, X711)	p3(a70, a13)	0
p3(X912, X712)	p3(a33, a12)	0
p5(a82, X54)	p5(a82, a12)	0
p5(X213, X513)	p5(a44, a0)	0
p4(X26, X26, X211, X26, X26)	p4(a64, a64, X211, a64, a64)	0
p5(X213, X513)	p5(a35, a39)	0
p3(X94, X74)	p3(a36, a65)	0
p7(a10, a76)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(a0, X71)	p3(a0, a75)	0
p3(X94, X74)	p3(a25, a2)	0
p7(X0, a16)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X25, X55)	p5(a36, a1)	0
p5(X211, X511)	p5(a12, a80)	0
p3(X911, X711)	p3(a20, a24)	0
p3(X913, X713)	p3(a61, a51)	0
p5(a48, X54)	p5(a48, a39)	0
p3(X91, X71)	p3(X1, a69)	0
p7(a49, a4)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(X7, a24)	p7(X9, X9) :- p0(X9)	0
p7(a52, a11)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X211, X511)	p5(a97, a0)	0
p0(a42)	p0(X3) :- p6(X3)	0
p5(a51, X52)	p5(a51, a34)	0
p5(a19, X54)	p5(a19, a80)	0
p7(a53, a21)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a13, a33)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a0, X51)	p5(a0, a16)	0
p5(X23, X53)	p5(a49, a39)	0
p3(X913, X713)	p3(a21, a35)	0
p3(a59, a89)	p3(a59, a89)	0
p5(X29, X59)	p5(a4, a36)	0
p3(X95, X75)	p3(a52, a88)	0
p7(X4, a4)	p7(X9, X9) :- p0(X9)	0
p5(X23, X53)	p5(a53, a51)	0
p5(X25, X55)	p5(a29, a36)	0
p3(a35, X73)	p3(a35, a0)	0
p5(X211, X511)	p5(a50, a51)	0
p5(a42, X511)	p5(a42, a64)	0
p3(X33, a49)	p3(a46, a49)	0
p3(X94, X74)	p3(a27, a35)	0
p5(X24, X54)	p5(a34, a39)	0
p5(a80, X512)	p5(a80, a39)	0
p3(X95, X75)	p3(X00, a65)	0
p5(a80, X53)	p5(a80, a0)	0
p5(a50, X53)	p5(a50, a80)	0
p5(X212, X512)	p5(a24, a36)	0
p7(a72, a24)	p7(X6, X7) :- p9(X0, X6, X7)	0
p4(X58, X58, X212, X58, X58)	p4(a49, a49, X212, a49, a49)	0
p5(X25, X55)	p5(a17, a80)	0
p3(X95, X75)	p3(a82, a24)	0
p3(a3, a48)	p3(a3, a48)	0
p3(X94, X74)	p3(a53, a88)	0
p7(a80, X0)	p7(X1, X1) :- p8(X1, X9)	0
p5(a22, X511)	p5(a22, a41)	0
p4(X74, X74, X24, X74, X74)	p4(a29, a29, X24, a29, a29)	0
p3(X0, a89)	p3(a23, a89)	0
p5(X23, X53)	p5(a4, a10)	0
p3(X95, X75)	p3(a28, a12)	0
p3(X58, X79)	p3(X58, a88)	0
p7(a1, a4)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(X0, X0)	p7(X9, X9) :- p0(X9)	0
p5(X25, X55)	p5(a76, a0)	0
p3(X93, X73)	p3(a80, a32)	0
p3(X912, X712)	p3(a48, a65)	0
p5(a1, X53)	p5(a1, a51)	0
p3(X912, X712)	p3(a24, a74)	0
p5(X25, X55)	p5(a85, a36)	0
p5(X25, X55)	p5(a83, a10)	0
p3(X95, X75)	p3(a90, a13)	0
p3(a59, a54)	p3(a59, a54)	0
p3(a80, X72)	p3(a80, a58)	0
p5(a44, X54)	p5(a44, a54)	0
p3(a12, X73)	p3(a12, a51)	0
p3(X95, X75)	p3(a23, a65)	0
p5(a49, X512)	p5(a49, a33)	0
p5(a80, X512)	p5(a80, a88)	0
p3(a59, X79)	p3(a59, a88)	0
p3(X913, X713)	p3(a39, a72)	0
p5(a3, X511)	p5(a3, a12)	0
p4(X02, X02, X24, X02, X02)	p4(a33, a33, X24, a33, a33)	0
p5(a80, X512)	p5(a80, a34)	0
p3(X911, X711)	p3(a80, a72)	0
p3(X94, X74)	p3(a23, a12)	0
p5(a22, X512)	p5(a22, a39)	0
p5(a13, X54)	p5(a13, a36)	0
p5(a85, X512)	p5(a85, a89)	0
p5(X6, a92)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(X23, X53)	p5(a41, a22)	0
p5(X212, X512)	p5(a43, a80)	0
p5(a11, X54)	p5(a11, a23)	0
p5(X213, X513)	p5(a13, a33)	0
p5(a33, X53)	p5(a33, a24)	0
p3(X95, X75)	p3(X50, a69)	0
p3(X14, a89)	p3(a33, a89)	0
p5(a12, X54)	p5(a12, a4)	0
p7(X7, a12)	p7(X1, X1) :- p8(X1, X9)	0
p5(X25, X55)	p5(a51, a89)	0
p5(a71, X54)	p5(a71, a34)	0
p3(X96, X76)	p3(a13, a72)	0
p7(a42, a36)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a52, X54)	p5(a52, a1)	0
p3(X912, X712)	p3(a43, a2)	0
p3(X94, X74)	p3(a17, a74)	0
p5(X211, X511)	p5(a10, a89)	0
p5(X22, X52)	p5(a0, a80)	0
p5(X213, X513)	p5(a50, a88)	0
p3(X912, X712)	p3(a51, a28)	0
p5(a0, X53)	p5(a0, a39)	0
p5(X24, X54)	p5(a64, a33)	0
p7(X7, a51)	p7(X9, X9) :- p0(X9)	0
p3(X0, X71)	p3(X0, a36)	0
p5(a53, X54)	p5(a53, a36)	0
p3(a53, X71)	p3(a53, a36)	0
p4(X711, X711, X211, X711, X711)	p4(a21, a21, X211, a21, a21)	0
p5(X24, X54)	p5(a72, a49)	0
p5(X213, X513)	p5(a92, a88)	0
p5(X212, X512)	p5(a34, a13)	0
p5(X23, X53)	p5(a20, a1)	0
p5(X25, X55)	p5(a52, a10)	0
p3(X93, X73)	p3(a50, a51)	0
p4(X59, X59, X211, X59, X59)	p4(a92, a92, X211, a92, a92)	0
p5(a0, X54)	p5(a0, a49)	0
p3(X95, X75)	p3(a70, a51)	0
p3(X913, X713)	p3(a62, a51)	0
p3(X0, X71)	p3(X0, a49)	0
p5(X25, X55)	p5(a71, a29)	0
p3(a20, X73)	p3(a20, a0)	0
p5(X24, X54)	p5(a3, a10)	0
p3(X913, X713)	p3(a14, a69)	0
p3(a0, X71)	p3(a0, a51)	0
p3(X95, X75)	p3(a4, a88)	0
p5(a1, X511)	p5(a1, a11)	0
p5(a14, X512)	p5(a14, a4)	0
p0(a88)	p0(X3) :- p3(a90, X3), p9(X3, X3, a77)	0
p3(X92, X72)	p3(X0, a35)	0
p3(a0, X72)	p3(a0, a38)	0
p5(X25, X55)	p5(a25, a89)	0
p1(a24)	p1(X1) :- p0(X5), p7(X1, X5)	0
p3(X94, X74)	p3(a98, a88)	0
p5(X25, X55)	p5(a39, a1)	0
p3(X99, X79)	p3(a97, a29)	0
p5(a42, X512)	p5(a42, a12)	0
p3(X94, X74)	p3(a49, a65)	0
p3(X94, X74)	p3(X21, a65)	0
p7(a17, a34)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X94, X74)	p3(a44, a69)	0
p3(a85, a49)	p3(a85, a49)	0
p5(X24, X54)	p5(a0, a88)	0
p5(a88, X54)	p5(a88, a34)	0
p5(X211, X511)	p5(a35, a49)	0
p5(a10, X52)	p5(a10, a16)	0
p5(X212, X512)	p5(a3, a88)	0
p3(X913, X713)	p3(X79, a24)	0
p5(X210, X510)	p5(a59, a51)	0
p7(a94, a13)	p7(X6, X7) :- p9(X0, X6, X7)	0
p4(X59, X59, X211, X59, X59)	p4(a53, a53, X211, a53, a53)	0
p5(X23, X53)	p5(a88, a29)	0
p7(a77, a77)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X24, X54)	p5(a20, a29)	0
p3(a2, X711)	p3(a2, a58)	0
p5(a70, X511)	p5(a70, a88)	0
p5(a33, X54)	p5(a33, a88)	0
p3(X94, X74)	p3(a33, a29)	0
p5(a13, X54)	p5(a13, a10)	0
p5(X210, X510)	p5(a72, a89)	0
p3(X59, X710)	p3(X59, a4)	0
p3(X95, X75)	p3(X21, a2)	0
p5(a51, X512)	p5(a51, a0)	0
p4(X711, X711, X211, X711, X711)	p4(a54, a54, X211, a54, a54)	0
p5(X212, X512)	p5(a44, a13)	0
p5(a54, a92)	p5(a54, a92)	0
p5(X25, X55)	p5(a3, a39)	0
p5(X211, X511)	p5(a29, a22)	0
p3(X912, X712)	p3(a11, a29)	0
p5(X0, a36)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X58, a89)	p3(X58, a89)	0
p7(a44, X0)	p7(X9, X9) :- p0(X9)	0
p3(a80, X72)	p3(a80, a22)	0
p5(a80, X54)	p5(a80, a24)	0
p7(a52, a89)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a82, X54)	p5(a82, a36)	0
p5(X23, X53)	p5(a0, a10)	0
p5(a70, X511)	p5(a70, a29)	0
p4(a16, X78, X78, a11, X99)	p4(a16, a0, a0, a11, X99)	0
p5(a35, X53)	p5(a35, a11)	0
p7(a10, a80)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a23, X0)	p7(X1, X1) :- p8(X1, X9)	0
p5(a51, X53)	p5(a51, a10)	0
p3(X0, X72)	p3(X0, a88)	0
p0(a57)	p0(X9) :- p3(X9, X7), p1(X7)	0
p5(a48, X512)	p5(a48, a51)	0
p3(X95, X75)	p3(a66, a15)	0
p7(a62, a54)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X912, X712)	p3(X28, a24)	0
p5(X2, a65)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p6(a12)	p6(X4) :- p7(X4, X4), p6(X4)	0
p3(X94, X74)	p3(X52, a74)	0
p3(X913, X713)	p3(a39, a65)	0
p3(X95, X75)	p3(a46, a2)	0
p5(a0, X54)	p5(a0, a24)	0
p5(a16, X54)	p5(a16, a39)	0
p0(a28)	p0(X3) :- p3(a90, X3), p9(X3, X3, a77)	0
p5(X213, X513)	p5(a42, a0)	0
p5(X213, X513)	p5(a85, a54)	0
p5(a56, X512)	p5(a56, a13)	0
p3(a4, a89)	p3(a4, a89)	0
p3(X0, X72)	p3(X0, a48)	0
p3(X93, X73)	p3(a88, a32)	0
p7(X9, a88)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(a97, X72)	p3(a97, a22)	0
p3(X94, X74)	p3(a35, a32)	0
p5(X22, X52)	p5(a70, a21)	0
p3(a80, X711)	p3(a80, a51)	0
p4(a16, X0, X0, a11, X91)	p4(a16, a12, a12, a11, X91)	0
p5(X213, X513)	p5(a25, a88)	0
p5(X210, X510)	p5(a59, a36)	0
p5(X211, X511)	p5(a12, a29)	0
p5(a9, X54)	p5(a9, a1)	0
p5(a48, X53)	p5(a48, a13)	0
p5(X212, X512)	p5(a14, a21)	0
p5(X29, X59)	p5(a21, a33)	0
p6(a44)	p6(X4) :- p7(X4, X4), p6(X4)	0
p5(a3, X52)	p5(a3, a51)	0
p3(X91, X71)	p3(a0, a24)	0
p3(X913, X713)	p3(X59, a65)	0
p5(X213, X513)	p5(a17, a80)	0
p5(a98, X54)	p5(a98, a11)	0
p3(X113, a89)	p3(a33, a89)	0
p5(a66, X54)	p5(a66, a51)	0
p5(X24, X54)	p5(a0, a4)	0
p7(a2, X0)	p7(X1, X1) :- p8(X1, X9)	0
p5(X25, X55)	p5(a24, a80)	0
p7(X1, a21)	p7(X1, X1) :- p8(X1, X9)	0
p5(X24, X54)	p5(a41, a0)	0
p5(a70, X511)	p5(a70, a12)	0
p0(a41)	p0(X9) :- p3(X9, X7), p1(X7)	0
p5(a48, X53)	p5(a48, a89)	0
p5(a4, X54)	p5(a4, a51)	0
p5(a0, X512)	p5(a0, a21)	0
p3(X913, X713)	p3(a39, a74)	0
p3(X93, X73)	p3(a88, a51)	0
p5(X213, X513)	p5(a85, a36)	0
p3(X913, X713)	p3(a44, a2)	0
p7(a55, a55)	p7(X1, X1) :- p8(X1, X9)	0
p3(X911, X711)	p3(X58, a74)	0
p5(X213, X513)	p5(a83, a10)	0
p3(X95, X75)	p3(a80, a35)	0
p5(a24, X512)	p5(a24, a21)	0
p5(a21, X512)	p5(a21, a80)	0
p7(X7, a36)	p7(X1, X1) :- p8(X1, X9)	0
p5(X213, X513)	p5(a56, a29)	0
p8(a50, X0)	p8(X7, X3) :- p3(X3, a49), p3(X3, X7)	0
p7(X7, a4)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X24, X54)	p5(a24, a13)	0
p5(X25, X55)	p5(a96, a88)	0
p3(a10, X79)	p3(a10, a89)	0
p5(X24, X54)	p5(a57, a29)	0
p3(X913, X713)	p3(a36, a35)	0
p7(a62, X0)	p7(X9, X9) :- p0(X9)	0
p5(a27, X53)	p5(a27, a4)	0
p3(X913, X713)	p3(X012, a32)	0
p7(a72, a10)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X23, X53)	p5(a48, a21)	0
p5(X22, X52)	p5(a51, a49)	0
p7(a43, a34)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X910, X710)	p3(a88, a15)	0
p5(X25, X55)	p5(a2, a88)	0
p5(X24, X54)	p5(a96, a80)	0
p5(a4, X511)	p5(a4, a76)	0
p3(X913, X713)	p3(a20, a32)	0
p5(a41, X52)	p5(a41, a88)	0
p7(a44, a44)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X25, X55)	p5(a34, a54)	0
p5(X213, X513)	p5(a39, a33)	0
p3(X93, X73)	p3(a51, a74)	0
p5(a4, X510)	p5(a4, a88)	0
p5(X211, X511)	p5(a97, a36)	0
p5(X213, X513)	p5(a57, a10)	0
p5(X212, X512)	p5(a82, a88)	0
p5(a4, X54)	p5(a4, a23)	0
p7(a96, a13)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X95, X75)	p3(a49, a2)	0
p5(X1, a36)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(a72, X710)	p3(a72, a48)	0
p7(X0, a39)	p7(X9, X9) :- p0(X9)	0
p5(a33, X54)	p5(a33, a13)	0
p5(a54, X53)	p5(a54, a44)	0
p5(X6, a29)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X95, X75)	p3(a98, a74)	0
p5(X23, X53)	p5(a88, a89)	0
p5(X210, X510)	p5(a59, a88)	0
p7(a75, X1)	p7(X9, X9) :- p0(X9)	0
p0(a15)	p0(X3) :- p6(X3)	0
p3(a56, a51)	p3(a56, a51)	0
p7(X7, a23)	p7(X1, X1) :- p8(X1, X9)	0
p8(a22, X0)	p8(X7, X3) :- p3(X3, a49), p3(X3, X7)	0
p3(X912, X712)	p3(a24, a72)	0
p5(a9, X53)	p5(a9, a53)	0
p5(a48, X53)	p5(a48, a51)	0
p0(X7)	p0(a0) :- p6(X2)	0
p5(X24, X54)	p5(a75, a54)	0
p5(X24, X54)	p5(a75, a80)	0
p5(a39, X511)	p5(a39, a24)	0
p3(X92, X72)	p3(a35, a32)	0
p5(X210, X510)	p5(a97, a39)	0
p3(X95, X75)	p3(X04, a2)	0
p3(X912, X712)	p3(a65, a29)	0
p5(X24, X54)	p5(a10, a0)	0
p3(X93, X73)	p3(a2, a24)	0
p5(X213, X513)	p5(a66, a4)	0
p3(X93, X73)	p3(a29, a29)	0
p7(a80, a22)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X94, X74)	p3(a29, a2)	0
p5(a54, X54)	p5(a54, a49)	0
p5(a61, X53)	p5(a61, a0)	0
p9(X0, X4, a29)	p9(X1, a75, X0) :- p9(X2, X1, X0)	0
p3(X93, X73)	p3(a54, a28)	0
p5(X25, X55)	p5(a50, a54)	0
p5(a48, X512)	p5(a48, a44)	0
p5(a56, X59)	p5(a56, a53)	0
p5(a14, X53)	p5(a14, a34)	0
p6(a97)	p6(X4) :- p7(X4, X4), p6(X4)	0
p5(X212, X512)	p5(a50, a51)	0
p7(a76, a10)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X94, X74)	p3(X53, a35)	0
p3(a80, X711)	p3(a80, a48)	0
p3(X1, X72)	p3(X1, a80)	0
p5(X213, X513)	p5(a39, a1)	0
p5(X23, X53)	p5(a41, a54)	0
p5(a77, X0)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X95, X75)	p3(X7, a88)	0
p5(a10, X53)	p5(a10, a49)	0
p3(X913, X713)	p3(a42, a29)	0
p5(X213, X513)	p5(a36, a1)	0
p3(X0, X70)	p3(X0, a75)	0
p5(a22, X54)	p5(a22, a23)	0
p5(X211, X511)	p5(a22, a10)	0
p5(a36, X54)	p5(a36, a49)	0
p5(X23, X53)	p5(a2, a80)	0
p5(a51, X53)	p5(a51, a12)	0
p3(X912, X712)	p3(a33, a13)	0
p5(X211, X511)	p5(a51, a21)	0
p3(X912, X712)	p3(a44, a32)	0
p5(a1, X512)	p5(a1, a54)	0
p5(a2, X53)	p5(a2, a59)	0
p3(X95, X75)	p3(a27, a13)	0
p5(a49, X53)	p5(a49, a0)	0
p7(a54, X0)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X24, X54)	p5(a11, a36)	0
p7(X4, a41)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(a48, X53)	p5(a48, a29)	0
p5(X213, X513)	p5(a80, a89)	0
p1(a51)	p1(X2) :- p4(a16, X2, X2, a11, X9), p6(X2)	0
p5(a3, X510)	p5(a3, a0)	0
p5(a10, X52)	p5(a10, a54)	0
p1(a21)	p1(X1) :- p0(X5), p7(X1, X5)	0
p5(X211, X511)	p5(a96, a4)	0
p5(X212, X512)	p5(a38, a33)	0
p3(a51, X73)	p3(a51, a29)	0
p3(a10, X710)	p3(a10, a58)	0
p5(X213, X513)	p5(a29, a36)	0
p5(X212, X512)	p5(a28, a29)	0
p3(a97, X72)	p3(a97, a76)	0
p3(X913, X713)	p3(a85, a32)	0
p5(X213, X513)	p5(a54, a36)	0
p3(a12, X711)	p3(a12, a58)	0
p5(X25, X55)	p5(a34, a29)	0
p5(a96, X53)	p5(a96, a49)	0
p5(a12, X54)	p5(a12, a51)	0
p3(a59, X79)	p3(a59, a89)	0
p5(X212, X512)	p5(a20, a22)	0
p3(a59, X79)	p3(a59, a75)	0
p3(X99, X79)	p3(a70, a15)	0
p5(a62, X511)	p5(a62, a76)	0
p5(a56, X512)	p5(a56, a39)	0
p5(X23, X53)	p5(a14, a4)	0
p3(X0, X70)	p3(X0, a21)	0
p3(a51, X710)	p3(a51, a51)	0
p5(X25, X55)	p5(a57, a13)	0
p3(X95, X75)	p3(a48, a88)	0
p7(a18, a10)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X913, X713)	p3(X011, a88)	0
p5(X29, X59)	p5(a21, a1)	0
p3(X913, X713)	p3(a48, a13)	0
p5(a52, X54)	p5(a52, a76)	0
p3(X95, X75)	p3(a0, a51)	0
p4(X010, X010, X212, X010, X010)	p4(a54, a54, X212, a54, a54)	0
p5(a0, a59)	p5(a0, a59)	0
p3(X93, X73)	p3(a98, a24)	0
p3(X93, X73)	p3(X51, a32)	0
p3(a66, X79)	p3(a66, a54)	0
p3(X95, X75)	p3(a3, a51)	0
p3(X94, X74)	p3(a14, a24)	0
p3(a72, X710)	p3(a72, a21)	0
p5(X212, X512)	p5(a10, a89)	0
p3(X94, X74)	p3(a22, a28)	0
p3(X95, X75)	p3(a83, a51)	0
p0(a12)	p0(X2) :- p5(X2, X5), p0(X5)	0
p5(a51, X53)	p5(a51, a4)	0
p0(a88)	p0(X2) :- p5(X2, X5), p0(X5)	0
p3(X912, X712)	p3(a70, a88)	0
p5(X24, X54)	p5(a19, a89)	0
p5(a48, X54)	p5(a48, a21)	0
p3(X34, a49)	p3(a8, a49)	0
p7(X2, a65)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X35, a49)	p3(a6, a49)	0
p3(X913, X713)	p3(a56, a69)	0
p5(a70, X54)	p5(a70, a0)	0
p4(X51, X51, X23, X51, X51)	p4(a54, a54, X23, a54, a54)	0
p5(a13, X54)	p5(a13, a23)	0
p5(a9, X58)	p5(a9, a44)	0
p7(a83, a83)	p7(X9, X9) :- p0(X9)	0
p3(X58, a58)	p3(X58, a58)	0
p5(a59, X511)	p5(a59, a1)	0
p5(a1, X512)	p5(a1, a39)	0
p3(X913, X713)	p3(a62, a88)	0
p5(X6, a24)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(X23, X53)	p5(a98, a33)	0
p3(a10, X79)	p3(a10, a36)	0
p5(X25, X55)	p5(a98, a4)	0
p5(X213, X513)	p5(a24, a80)	0
p0(a36)	p0(X3) :- p6(X3)	0
p4(X74, X74, X24, X74, X74)	p4(a21, a21, X24, a21, a21)	0
p0(a48)	p0(X3) :- p6(X3)	0
p5(a42, X59)	p5(a42, a11)	0
p7(a38, a38)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X211, X511)	p5(a80, a21)	0
p5(X24, X54)	p5(a77, a33)	0
p7(X0, a51)	p7(X9, X9) :- p0(X9)	0
p5(a35, X512)	p5(a35, a12)	0
p5(a0, X54)	p5(a0, a1)	0
p3(X2, X71)	p3(X2, a58)	0
p6(a76)	p6(X4) :- p7(X4, X4), p6(X4)	0
p3(X94, X74)	p3(a66, a69)	0
p5(X24, X54)	p5(a66, a51)	0
p3(X913, X713)	p3(a34, a15)	0
p3(X93, X73)	p3(a35, a51)	0
p5(a17, X54)	p5(a17, a0)	0
p5(a66, X510)	p5(a66, a22)	0
p5(a72, X53)	p5(a72, a92)	0
p5(a21, X54)	p5(a21, a12)	0
p1(a36)	p1(X1) :- p0(X5), p7(X1, X5)	0
p5(a64, X0)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X912, X712)	p3(a36, a12)	0
p5(a54, X52)	p5(a54, a53)	0
p5(a28, X54)	p5(a28, a33)	0
p3(X92, X72)	p3(X0, a65)	0
p5(a35, X54)	p5(a35, a23)	0
p3(X913, X713)	p3(a46, a12)	0
p4(a16, a22, a22, a11, X91)	p4(a16, a22, a22, a11, X91)	0
p5(X24, X54)	p5(a50, a21)	0
p4(X59, X59, X212, X59, X59)	p4(a13, a13, X212, a13, a13)	0
p5(X213, X513)	p5(a55, a1)	0
p3(X913, X713)	p3(X210, a32)	0
p5(a13, X59)	p5(a13, a36)	0
p3(X95, X75)	p3(a21, a74)	0
p3(X913, X713)	p3(a20, a35)	0
p5(X23, X53)	p5(a51, a0)	0
p3(a72, a21)	p3(a72, a21)	0
p3(X910, X710)	p3(a72, a15)	0
p5(a10, X511)	p5(a10, a92)	0
p4(a16, X0, X0, a11, X91)	p4(a16, a76, a76, a11, X91)	0
p5(X25, X55)	p5(a48, a13)	0
p3(X58, X79)	p3(X58, a49)	0
p3(X95, X75)	p3(a66, a35)	0
p5(a36, X512)	p5(a36, a4)	0
p5(a4, X59)	p5(a4, a65)	0
p0(a28)	p0(X2) :- p5(X2, X5), p0(X5)	0
p7(a62, a62)	p7(X9, X9) :- p0(X9)	0
p3(X95, X75)	p3(a36, a32)	0
p5(a1, X511)	p5(a1, a33)	0
p9(X0, X8, X1)	p9(a80, X1, a70) :- p0(X1), p3(X1, a89)	0
p3(a49, X73)	p3(a49, a48)	0
p5(X25, X55)	p5(a72, a1)	0
p5(X25, X55)	p5(a15, a89)	0
p5(X23, X53)	p5(a14, a33)	0
p3(a42, X79)	p3(a42, a51)	0
p4(X55, X55, X211, X55, X55)	p4(a21, a21, X211, a21, a21)	0
p3(X95, X75)	p3(a17, a13)	0
